Input.problem_id,Input.cleaned_response,correctness_label_final
1994_AHSME_Problems_24,"Here's the step-by-step reasoning:

1. **Test Option A (Range = 2):**
   - Assume the smallest range is 2. Let the dataset be \(x, x, 12, y, y\) where \(y - x = 2\).
   - Total sum: \(2x + 12 + 2y = 50 \implies x + y = 19\).
   - Substitute \(y = x + 2\): \(x + (x + 2) = 19 \implies x = 8.5\), \(y = 10.5\).
   - But \(y = 10.5 < 12\), violating \(y \geq 12\). **Rejected.**

2. **Test Option B (Range = 3):**
   - Assume range = 3. Let \(y = x + 3\).
   - Total sum: \(x + y = 19 \implies x + (x + 3) = 19 \implies x = 8\), \(y = 11\).
   - Again, \(y = 11 < 12\), violating \(y \geq 12\). **Rejected.**

3. **Test Option C (Range = 5):**
   - Assume range = 5. Let \(y = x + 5\).
   - Total sum: \(x + y = 19 \implies x + (x + 5) = 19 \implies x = 7\), \(y = 12\).
   - Construct dataset: \(\{7, 7, 12, 12, 12\}\).
   - Sum: \(7 + 7 + 12 + 12 + 12 = 50\). All constraints satisfied. **Valid.**

The answer is \(\boxed{\textbf{(C)}\ 5\).",1
1994_AJHSME_Problems_7,"Using the Law of Sines in triangle \(ABE\):
\(
\frac{AB}{\sin 40^\circ} = \frac{BE}{\sin 60^\circ} = \frac{AE}{\sin 80^\circ}
\)
Assuming \(AB = 1\), we find the proportional lengths of \(BE\) and \(AE\). Recognizing that \(\angle CBD\) is an exterior angle to triangle \(ABE\) at \(B\), we determine \(\angle CBD = 180^\circ - 80^\circ = 100^\circ\). In triangle \(BDC\), applying the triangle angle sum:
\(
\angle BDC = 180^\circ - 100^\circ - 30^\circ = 50^\circ
\)
Thus, \(\angle BDC = \boxed{\text{(B)}\ 50^\circ}\).",1
1996_AJHSME_Problems_1,"A positive factor of 36 that is a multiple of 4 must include at least \(2^2\) in its prime factorization. The prime factorization of 36 is \(2^2 \cdot 3^2\). For such factors, the exponent of 2 must be exactly 2 (since higher exponents would exceed 36's factorization), and the exponent of 3 can be 0, 1, or 2. This gives three combinations:  
- \(2^2 \cdot 3^0 = 4\)  
- \(2^2 \cdot 3^1 = 12\)  
- \(2^2 \cdot 3^2 = 36\)  

Thus, there are \(\boxed{B}\) such factors.",1
2001_AMC_12_Problems_20,"To solve the problem, we use the Varignon theorem, which states that the midpoints of a quadrilateral's sides form a parallelogram. For this parallelogram to be a square, the original quadrilateral must have diagonals that are equal in length and perpendicular.

1. **Compute diagonals AC and BD:**
   - Diagonal AC connects points \( A(3,9) \) and \( C(5,3) \). Its vector is \( (2, -6) \).
   - Diagonal BD connects points \( B(1,1) \) and \( D(a,b) \). Its vector is \( (a-1, b-1) \).

2. **Conditions for diagonals:**
   - **Perpendicularity:** The dot product must be zero:
     \(
     2(a - 1) - 6(b - 1) = 0 \implies a - 3b + 2 = 0 \quad \text{(Equation 1)}
     \)
   - **Equal Length:** Their magnitudes must be equal. The length of AC is \( \sqrt{40} \), so:
     \(
     \sqrt{(a - 1)^2 + (b - 1)^2} = 2\sqrt{10} \implies (a - 1)^2 + (b - 1)^2 = 40 \quad \text{(Equation 2)}
     \)

3. **Solve the system:**
   - From Equation 1: \( a = 3b - 2 \).
   - Substitute into Equation 2:
     \(
     (3b - 3)^2 + (b - 1)^2 = 40 \implies 10b^2 - 20b - 30 = 0 \implies b = 3 \text{ (since } b > 0\text{)}.
     \)
   - Thus, \( a = 3(3) - 2 = 7 \).

4. **Conclusion:**
   - Point \( D \) is \( (7, 3) \), so \( a + b = 7 + 3 = \boxed{10} \).",1
2006_AMC_12B_Problems_22,"To minimize the number of trailing zeros (i.e., the exponent of 10) in \(a!b!c!\), we focus on minimizing the exponent of 5 in the product, as the exponent of 2 will be greater. The exponent of 5 in \(n!\) is given by:
\(
v_5(n!) = \left\lfloor \frac{n}{5} \right\rfloor + \left\lfloor \frac{n}{25} \right\rfloor + \left\lfloor \frac{n}{125} \right\rfloor + \left\lfloor \frac{n}{625} \right\rfloor + \cdots
\)
1. The highest power of 5 less than 2006 is \(5^4 = 625\). Numbers \(\geq 625\) incur an extra term \(\left\lfloor \frac{n}{625} \right\rfloor\).
2. Assign two numbers just below 625 (624) to minimize their \(v_5\) contributions. The third number absorbs the remaining value:
   \(
   a = 624, \quad b = 624, \quad c = 2006 - 2 \cdot 624 = 758
   \)
3. Calculate \(v_5\):
   - For \(624!\):
     \(
     v_5(624!) = \left\lfloor \frac{624}{5} \right\rfloor + \left\lfloor \frac{624}{25} \right\rfloor + \left\lfloor \frac{624}{125} \right\rfloor = 124 + 24 + 4 = 152
     \)
     Each of \(a!\) and \(b!\) contributes 152.
   - For \(758!\):
     \(
     v_5(758!) = \left\lfloor \frac{758}{5} \right\rfloor + \left\lfloor \frac{758}{25} \right\rfloor + \left\lfloor \frac{758}{125} \right\rfloor + \left\lfloor \frac{758}{625} \right\rfloor = 151 + 30 + 6 + 1 = 188
     \)
4. Total Exponent of 5:
   \(
   v_5(a!b!c!) = 152 + 152 + 188 = 492
   \)",1
2008_IMO_Problems_5,"To determine \(\frac{N}{M}\), we employ generating functions to model the toggle sequences for lamps in sets \(A\) and \(B\).

1. **Generating Function for \(M\):**
   - Since only lamps in \(A\) are toggled (each an odd number of times), the generating function for each lamp is \(\sinh(x) = \frac{e^x - e^{-x}}{2}\).
   - For \(n\) lamps, the generating function is \([\sinh(x)]^n = \left(\frac{e^x - e^{-x}}{2}\right)^n\).
   - Expanding via the binomial theorem:
     \(
     [\sinh(x)]^n = \frac{1}{2^n} \sum_{m=0}^n (-1)^m \binom{n}{m} e^{x(n-2m)}
     \)
   - The coefficient of \(x^k/k!\) gives \(M = \frac{k!}{2^n} \sum_{m=0}^n (-1)^m \binom{n}{m} (n-2m)^k\).

2. **Generating Function for \(N\):**
   - Lamps in \(A\) are toggled oddly (generator \(\sinh(x)\)), and those in \(B\) evenly (\(\cosh(x) = \frac{e^x + e^{-x}}{2}\)).
   - The combined generating function is \([\sinh(x)\cosh(x)]^n = \left(\frac{e^{2x} - e^{-2x}}{4}\right)^n\).
   - Expanding similarly:
     \(
     [\sinh(x)\cosh(x)]^n = \frac{1}{4^n} \sum_{m=0}^n (-1)^m \binom{n}{m} e^{2x(n-2m)}
     \)
   - The coefficient of \(x^k/k!\) yields \(N = \frac{k!}{4^n} \sum_{m=0}^n (-1)^m \binom{n}{m} (2(n-2m))^k\).

3. **Computing the Ratio \(\frac{N}{M}\):**
   - Substitute \(N\) and \(M\):
     \(
     \frac{N}{M} = \frac{\frac{1}{4^n} \sum_{m=0}^n (-1)^m \binom{n}{m} (2(n-2m))^k}{\frac{1}{2^n} \sum_{m=0}^n (-1)^m \binom{n}{m} (n-2m)^k}
     \)
   - Factor out \(2^k\) from the numerator's sum and simplify:
     \(
     \frac{N}{M} = \frac{2^k \cdot 2^n}{4^n} = 2^{k - n}
     \)
   
\(\frac{N}{M} = 2^{k - n}\)",1
2018_USAJMO_Problems_5,"We aim to show there exists an integer \( k \) such that the numbers \( a_1 + k, a_2 + 2k, \dots, a_p + pk \) yield at least \( \frac{1}{2}p \) distinct remainders modulo \( p \).

**Step 1: Counting Collisions Across All \( k \)**

For any distinct \( i, j \in \{1, 2, \dots, p\} \), the congruence \( a_i + ik \equiv a_j + jk \pmod{p} \) holds for exactly one \( k \in \{1, 2, \dots, p\} \). This follows because solving \( (i - j)k \equiv a_j - a_i \pmod{p} \) gives a unique \( k \) due to \( p \) being prime. Hence, each pair \( (i, j) \) contributes one collision (shared remainder) for exactly one \( k \).

There are \( \binom{p}{2} = \frac{p(p-1)}{2} \) total pairs \( (i, j) \). Thus, over all \( p \) possible \( k \), the total number of collisions is \( \frac{p(p-1)}{2} \).

**Step 2: Average Number of Collisions**

By the pigeonhole principle, the average number of collisions per \( k \) is:
\(
\frac{\text{Total collisions}}{p} = \frac{p-1}{2}.
\)
Hence, there exists at least one \( k \) with \( \leq \frac{p-1}{2} \) collisions.

**Step 3: Relating Collisions to Distinct Remainders**

Let \( t \) denote the number of collisions for a fixed \( k \), and let \( m \) be the number of distinct remainders. The total number of residue classes \( m \) satisfies:
\(
\sum_{r=1}^m \binom{n_r}{2} = t,
\)
where \( n_r \) is the count of numbers in residue class \( r \). By convexity of \( \binom{n}{2} \), the sum is minimized when the \( n_r \) are as equal as possible. Applying Jensen's inequality:
\(
t \geq m \cdot \binom{\frac{p}{m}}{2}.
\)
Simplifying:
\(
t \geq \frac{p(p - m)}{2m}.
\)
Rearranging for \( m \):
\(
m \geq \frac{p^2}{p + 2t}.
\)
Substituting \( t \leq \frac{p-1}{2} \):
\(
m \geq \frac{p^2}{p + (p - 1)} = \frac{p^2}{2p - 1} > \frac{p}{2}.
\)
Thus, \( m \geq \frac{p}{2} \), as required. Therefore, there exists a \( k \) such that the residues \( \{a_i + ik\} \) produce at least \( \frac{1}{2}p \) distinct remainders modulo \( p \).",1
2019_AMC_8_Problems_20,"**Solution 4 (Using Calculus):**

To determine the number of real solutions for \((x^2 - 5)^2 = 16\), analyze the function \(f(x) = (x^2 - 5)^2 - 16\). 

1. **Find critical points** by computing the derivative:
   \(
   f'(x) = 4x(x^2 - 5)
   \)
   Setting \(f'(x) = 0\) gives critical points at \(x = 0\) and \(x = \pm \sqrt{5}\).

2. **Evaluate \(f(x)\) at critical points**:
   - \(f(0) = 9\) (positive).
   - \(f(\pm \sqrt{5}) = -16\) (negative).

3. **Behavior analysis**:
   - For \(x \geq 0\), \(f(x)\) starts at \(f(0) = 9\), decreases to \(-16\) at \(x = \sqrt{5}\), then increases to infinity. This guarantees **two crossings** of the x-axis (one between \(0\) and \(\sqrt{5}\), another for \(x > \sqrt{5}\)).
   - By symmetry, the same applies for \(x \leq 0\), adding two more crossings.

Thus, there are \(\boxed{\textbf{(D) }4}\) distinct real solutions.",1
1986_AJHSME_Problems_6,"Multiply both the numerator and the denominator of the entire expression by 3 to eliminate the inner fraction:  
\(
\frac{2 \times 3}{\left(1 \times 3 - \frac{2}{3} \times 3\right)} = \frac{6}{3 - 2} = \frac{6}{1} = 6.
\)  
\(\boxed{\text{E}}\)",1
1984_AHSME_Problems_22,"To determine the vertex of the parabola \( y = ax^2 + bx + c \), we first compute its derivative with respect to \( x \):

\(
\frac{dy}{dx} = 2ax + b.
\)

Setting the derivative to zero to locate the critical point (vertex):

\(
2ax + b = 0 \implies x = -\frac{b}{2a}.
\)

Substitute \( x = -\frac{b}{2a} \) back into the original equation to find the \( y \)-coordinate of the vertex:

\(
y = a\left(-\frac{b}{2a}\right)^2 + b\left(-\frac{b}{2a}\right) + c = \frac{b^2}{4a} - \frac{b^2}{2a} + c = -\frac{b^2}{4a} + c.
\)

Thus, the vertex coordinates are \( \left( -\frac{b}{2a}, -\frac{b^2}{4a} + c \right) \). To express \( y \) solely in terms of \( x \), solve for \( b \) from \( x = -\frac{b}{2a} \):

\(
b = -2ax.
\)

Substitute \( b = -2ax \) into the expression for \( y \):

\(
y = -\frac{(-2ax)^2}{4a} + c = -ax^2 + c.
\)

This equation \( y = -ax^2 + c \) represents a parabola. Since every vertex lies on this curve and every point on the curve corresponds to a unique \( b \), the locus of vertices is a complete parabola. The answer is \(\boxed{\text{B}}\).",1
2010_USAJMO_Problems_2,"We transform the original problem by scaling down each term by a factor of 2, leveraging the inherent parity constraints imposed by condition (b). 

Let \( y_i = \frac{x_i}{2} \) for each \( i \). Since \( x_i \) are positive even integers (as shown below), \( y_i \) are positive integers. The problem conditions translate as follows:

1. **Strictly Increasing:** \( y_1 < y_2 < \cdots < y_{n-1} \).
2. **Symmetric Pairing:** \( y_i + y_{n-i} = n \) for all \( i \).
3. **Closure Under Addition:** If \( y_i + y_j < n \), then \( y_i + y_j = y_k \) for some \( k \).

**Step 1: All \( x_i \) must be even.**  
Suppose \( x_1 \) is odd. Then \( x_{n-1} = 2n - x_1 \) is also odd. By condition (c), \( x_1 + x_1 = 2x_1 \) must be in \( S \), implying \( 2x_1 \) is even. But \( x_1 \) is the smallest term, so \( 2x_1 \geq x_2 > x_1 \), contradicting parity unless \( x_1 = 1 \). However, scaling \( x_i = 1 \) leads to contradictions with \( x_1 + x_{n-1} = 2n \). Hence, all \( x_i \) are even.

**Step 2: Analyze the Transformed Problem.**  
The transformed sequence \( \{y_i\} \) must satisfy \( y_i + y_{n-i} = n \). This symmetry implies \( y_i = n - y_{n-i} \). The sequence is strictly increasing, so \( y_1 < y_2 < \cdots < y_{\lfloor (n-1)/2 \rfloor} \), and the latter terms mirror around \( n/2 \).

**Step 3: Prove \( y_i = i \).**  
Assume \( y_1 = 1 \). By closure, \( y_1 + y_1 = 2 \) must be \( y_2 \). Similarly, \( y_1 + y_2 = 3 \) must be \( y_3 \), and inductively, \( y_k = k \). The sequence \( 1, 2, \ldots, n-1 \) satisfies:
- Symmetry: \( y_i + y_{n-i} = i + (n - i) = n \).
- Closure: For \( y_i + y_j < n \), \( y_i + y_j = y_{i+j} \), which exists as \( i+j \leq n-1 \).

**Step 4: Revert Scaling.**  
Scaling back, \( x_i = 2y_i = 2i \). Thus, the original sequence is \( 2, 4, 6, \ldots, 2n-2 \), which satisfies all conditions:
- (a) Strictly increasing.
- (b) \( x_i + x_{n-i} = 2i + 2(n-i) = 2n \).
- (c) Sums \( <2n \) are even and thus in the sequence.

**Conclusion:**  
The only solution is the arithmetic progression of even numbers from \( 2 \) to \( 2n-2 \).",1
2008_AIME_II_Problems_1,"To solve the problem, we can break down the sequence by grouping terms into pairs of differences of squares and then summing the results.

**Step-by-Step Explanation:**

1. **Group Terms into Pairs:**
   The given sequence alternates in pairs of additions and subtractions. We can regroup every two terms into a difference of squares:
   \(
   N = (100^2 - 98^2) + (99^2 - 97^2) + (96^2 - 94^2) + (95^2 - 93^2) + \cdots + (4^2 - 2^2) + (3^2 - 1^2)
   \)
   Each pair is of the form \( n^2 - (n-2)^2 \).

2. **Apply Difference of Squares:**
   Each pair simplifies using the identity \( a^2 - b^2 = (a-b)(a+b) \):
   \(
   n^2 - (n-2)^2 = (n - (n-2))(n + (n-2)) = 2(2n - 2) = 4n - 4
   \)
   Thus, each pair contributes \( 4n - 4 \).

3. **Identify All Pairs:**
   The pairs involve \( n = 100, 99, 96, 95, \ldots, 4, 3 \). These form two arithmetic sequences:
   - **Even \( n \):** \( 100, 96, 92, \ldots, 4 \) (25 terms)
   - **Odd \( n \):** \( 99, 95, 91, \ldots, 3 \) (25 terms)

4. **Sum the Contributions:**
   - **Sum of Even \( n \):**
     \(
     S_{\text{even}} = 100 + 96 + \cdots + 4 = \frac{25}{2} \times (100 + 4) = 25 \times 52 = 1300
     \)
   - **Sum of Odd \( n \):**
     \(
     S_{\text{odd}} = 99 + 95 + \cdots + 3 = \frac{25}{2} \times (99 + 3) = 25 \times 51 = 1275
     \)
   - **Total Sum of \( n \):**
     \(
     S_{\text{total}} = 1300 + 1275 = 2575
     \)

5. **Calculate Total \( N \):**
   Each pair contributes \( 4n - 4 \), so:
   \(
   N = 4 \times 2575 - 4 \times 50 = 10300 - 200 = 10100
   \)

6. **Find Remainder Modulo 1000:**
   \(
   10100 \mod 1000 = 100
   \)

**Answer:** \(\boxed{100}\)",1
1984_AIME_Problems_9,"1. **Coordinate Setup:**
   - Place vertex \( A \) at the origin \((0,0,0)\) and \( B \) at \((3,0,0)\) along the x-axis.
   - Let \( C \) lie in the xy-plane. Since the area of \( \triangle ABC \) is \(15 \, \text{cm}^2\), the height from \( C \) to \( AB \) is \(10 \, \text{cm}\). Assume \( C = (1.5, 10, 0) \) (midpoint for simplicity, but position along \( AB \) doesn’t affect volume).

2. **Normal Vectors and Dihedral Angle:**
   - The normal vector to face \( ABC \) is \( \mathbf{n}_1 = (0,0,1) \).
   - Let \( D = (x, y, z) \). The vectors \( AB = (3,0,0) \) and \( AD = (x,y,z) \).
   - Compute the normal to face \( ABD \): \( \mathbf{n}_2 = AB \times AD = (0, -3z, 3y) \).

3. **Dihedral Angle Condition:**
   - The dihedral angle \( 30^\circ \) implies \( \cos 30^\circ = \frac{\mathbf{n}_1 \cdot \mathbf{n}_2}{|\mathbf{n}_1||\mathbf{n}_2|} \).
   - Calculate \( \mathbf{n}_1 \cdot \mathbf{n}_2 = 3y \) and \( |\mathbf{n}_2| = 3\sqrt{y^2 + z^2} \).
   - Solving \( \frac{y}{\sqrt{y^2 + z^2}} = \frac{\sqrt{3}}{2} \) gives \( y = \pm\sqrt{3}z \).

4. **Area Constraint for \( \triangle ABD \):**
   - The area \(12 \, \text{cm}^2\) leads to \( \sqrt{y^2 + z^2} = 8 \).
   - Substitute \( y = \sqrt{3}z \): \( z^2 + 3z^2 = 64 \Rightarrow z = \pm4 \).

5. **Volume via Scalar Triple Product:**
   - Compute \( AB \times AC = (0,0,30) \).
   - Dot product with \( AD \): \( (0,0,30) \cdot (x, y, z) = 30z \).
   - Volume \( V = \frac{1}{6}|30z| = \frac{1}{6}(120) = 20 \, \text{cm}^3 \).

**Answer:** \(\boxed{020}\)",1
2008_AMC_10A_Problems_13,"To determine the total time \( t \) required for Doug and Dave to paint the room including their lunch break, we calculate their individual contributions separately and sum them. 

1. **Individual Rates:**  
   - Doug paints \( \frac{1}{5} \) of the room per hour.  
   - Dave paints \( \frac{1}{7} \) of the room per hour.  

2. **Effective Working Time:**  
   Since they take a 1-hour break, the actual time spent painting is \( t - 1 \) hours.  

3. **Work Contributions:**  
   - Doug paints \( \frac{t - 1}{5} \) of the room.  
   - Dave paints \( \frac{t - 1}{7} \) of the room.  

4. **Total Work Equation:**  
   Their combined work must equal 1 full room:  
   \(
   \frac{t - 1}{5} + \frac{t - 1}{7} = 1.
   \)  
   Factoring out \( t - 1 \):  
   \(
   \left( \frac{1}{5} + \frac{1}{7} \right)(t - 1) = 1.
   \)",1
2010_AIME_II_Problems_4,"To solve the problem, we consider the number of ordered pairs of gates (initial and new) where the distance between them is 400 feet or less. Since the gates are 100 feet apart, this corresponds to gates separated by at most 4 positions.

1. **Total Possible Changes**: There are \(12 \times 11 = 132\) possible ordered pairs of distinct gates.

2. **Counting Valid Pairs by Distance**:
   - **Distance 1 (100 feet)**: There are \(11\) adjacent gate pairs, each with two directions, totaling \(2 \times 11 = 22\) pairs.
   - **Distance 2 (200 feet)**: There are \(10\) pairs, each with two directions, totaling \(2 \times 10 = 20\) pairs.
   - **Distance 3 (300 feet)**: There are \(9\) pairs, each with two directions, totaling \(2 \times 9 = 18\) pairs.
   - **Distance 4 (400 feet)**: There are \(8\) pairs, each with two directions, totaling \(2 \times 8 = 16\) pairs.

3. **Summing Valid Pairs**: Adding these, we get \(22 + 20 + 18 + 16 = 76\) valid ordered pairs.

4. **Probability Calculation**: The probability is \(\frac{76}{132} = \frac{19}{33}\). Thus, \(m + n = 19 + 33 = \boxed{052}\).",1
2014_AMC_10A_Problems_3,"1. **Morning Sales Profit:**
   - Sells \( \frac{48}{2} = 24 \) loaves at \( \$2.50 \) each.
   - **Revenue:** \( 24 \times 2.50 = \$60 \).
   - **Cost for these loaves:** \( 24 \times 0.75 = \$18 \).
   - **Profit:** \( 60 - 18 = \$42 \).

2. **Afternoon Sales Profit:**
   - Remaining loaves: \( 48 - 24 = 24 \).
   - Sells \( \frac{2}{3} \times 24 = 16 \) loaves at half price (\( \$1.25 \)).
   - **Revenue:** \( 16 \times 1.25 = \$20 \).
   - **Cost for these loaves:** \( 16 \times 0.75 = \$12 \).
   - **Profit:** \( 20 - 12 = \$8 \).

3. **Late Afternoon Sales Profit:**
   - Remaining loaves: \( 24 - 16 = 8 \).
   - Sells all 8 at \( \$1 \) each.
   - **Revenue:** \( 8 \times 1 = \$8 \).
   - **Cost for these loaves:** \( 8 \times 0.75 = \$6 \).
   - **Profit:** \( 8 - 6 = \$2 \).

**Total Profit:** \( 42 + 8 + 2 = \boxed{\textbf{(E)}\ 52} \).",1
2020_AMC_10A_Problems_1,"Consider the equation \( x - \frac{3}{4} = \frac{5}{12} - \frac{1}{3} \). 

1. **Interpret both sides as linear functions of \( x \):**
   - Left side: \( y = x - \frac{3}{4} \) (a line with slope 1 and y-intercept \(-\frac{3}{4}\)).
   - Right side: Simplify \( \frac{5}{12} - \frac{1}{3} = \frac{5}{12} - \frac{4}{12} = \frac{1}{12} \). Thus, \( y = \frac{1}{12} \) (a horizontal line).

2. **Find the intersection point:**
   - Set \( x - \frac{3}{4} = \frac{1}{12} \).
   - Solve for \( x \): Add \( \frac{3}{4} \) to both sides:  
     \(
     x = \frac{1}{12} + \frac{9}{12} = \frac{10}{12} = \frac{5}{6}.
     \)

The graphical method visualizes the problem as intersecting lines, leading to the solution \(\boxed{\textbf{(E)}~\frac{5}{6}}\).",1
2002_AMC_10A_Problems_9,"Let's test specific values for \( A \) to observe the effect on \( B \) and \( C \). 

1. If \( A = 1 \):
   - From the second equation: \( 1001B + 3003(1) = 5005 \Rightarrow B = \frac{5005 - 3003}{1001} = 2 \).
   - From the first equation: \( 1001C - 2002(1) = 4004 \Rightarrow C = \frac{4004 + 2002}{1001} = 6 \).
   - Sum: \( 1 + 2 + 6 = 9 \).

2. If \( A = 0 \):
   - From the second equation: \( B = 5 \).
   - From the first equation: \( C = 4 \).
   - Sum: \( 0 + 5 + 4 = 9 \).

3. If \( A = 2 \):
   - From the second equation: \( B = 5 - 3(2) = -1 \).
   - From the first equation: \( C = 2(2) + 4 = 8 \).
   - Sum: \( 2 + (-1) + 8 = 9 \).

In all cases, the sum \( A + B + C = 9 \), so the average is \( \frac{9}{3} = 3 \). The answer is \(\boxed{\textbf{(B) }3}\).",1
2013_USAJMO_Problems_2,"We approach the problem by establishing a bijection between the set of gardens and non-empty subsets of cells designated as zeros. 

**Step 1: Necessity of Zeros**  
Condition (ii) mandates that any local minimum must be zero. If there were no zeros, the minimal value \( k \geq 1 \) in the grid would violate this condition, as \( k \) would be a local minimum. Thus, every garden must contain at least one zero.

**Step 2: Uniqueness via Graph Traversal**  
Consider a graph where each cell is a node connected to its adjacent cells. Assigning zeros corresponds to marking specific nodes. For any non-zero cell, condition (i) ensures values decrease along paths toward zeros (as non-zeros cannot be local minima). Thus, the value at each cell is its shortest path length (Manhattan distance) to the nearest zero, akin to a Breadth-First Search (BFS) originating from all zeros. This assignment satisfies both conditions:  
- **Condition (i):** Adjacent cells differ by \( 0 \) or \( 1 \), as BFS layers increment by \( 1 \).  
- **Condition (ii):** Local minima are zeros by construction.  

**Step 3: Bijective Argument**  
Each garden is uniquely determined by its zero locations. Conversely, every non-empty subset of zeros generates a valid garden via BFS propagation. Thus, the number of gardens equals the number of non-empty zero subsets. There are \( 2^{mn} - 1 \) such subsets, excluding the empty set.  

**Conclusion**  
The number of distinct gardens is \( \boxed{2^{mn} - 1} \).",1
1954_AHSME_Problems_38,"1. Start with the equation \(3^{x+3} = 135\).  
2. Simplify to \(3^x = 5\) by dividing both sides by \(3^3 = 27\).  
3. Recognize that \(x = \log_3 5\).  
4. Estimate \(\log_3 5\) numerically:  
   - Note that \(3^{1.4} \approx 4.66\) and \(3^{1.5} \approx 5.18\) using approximate exponentiation.  
   - Interpolate linearly between \(1.4\) and \(1.5\). The gap between \(4.66\) and \(5.18\) is \(0.52\) for a \(0.1\) increase in \(x\).  
   - \(5 - 4.66 = 0.34\), so \(x \approx 1.4 + \frac{0.34}{0.52} \times 0.1 \approx 1.4 + 0.065 = 1.465\).  
5. Round to two decimal places: \(x \approx 1.47\).  
**Answer:** \(\boxed{\textbf{(B) \ } 1.47}\)",1
2012_AIME_II_Problems_11,"To solve the problem, we recognize the periodicity of the function compositions using matrix representation of Möbius transformations.

1. **Matrix Representation:**
   Represent \( f_1(x) = \frac{6x - 7}{9x + 3} \) as a matrix \( M = \begin{pmatrix} 6 & -7 \\ 9 & 3 \end{pmatrix} \).

2. **Matrix Powers:**
   Compute \( M^2 \) and \( M^3 \):
   \(
   M^2 = \begin{pmatrix} -27 & -63 \\ 81 & -54 \end{pmatrix}, \quad M^3 = -729I
   \)
   Since \( M^3 = -729I \), composing \( f_1 \) three times yields the identity function, implying \( f_3(x) = x \).

3. **Periodicity:**
   With period 3, \( f_{1001}(x) = f_{3 \cdot 333 + 2}(x) = f_2(x) \).

4. **Compute \( f_2(x) \):**
   \(
   f_2(x) = \frac{3x + 7}{6 - 9x}
   \)

5. **Solve \( f_2(x) = x - 3 \):**
   \(
   \frac{3x + 7}{6 - 9x} = x - 3 \implies 9x^2 - 30x + 25 = 0 \implies (3x - 5)^2 = 0 \implies x = \frac{5}{3}
   \)

6. **Result:**
   Expressed as \( \frac{5}{3} \), the answer is \( 5 + 3 = \boxed{008} \).",1
1979_AHSME_Problems_13,"Starting with the inequality \( y - x < \sqrt{x^2} \), recognize that \( \sqrt{x^2} = |x| \). Rearrange the inequality as \( y < x + |x| \).  

- **For \( x \geq 0 \):**  
  \( x + |x| = 2x \), so \( y < 2x \).  

- **For \( x < 0 \):**  
  \( x + |x| = 0 \), so \( y < 0 \).  

Thus, the inequality holds if either \( y < 2x \) (when \( x \geq 0 \)) or \( y < 0 \) (when \( x < 0 \)). Since these conditions cover all real \( x \), the solution combines both cases:  
**\( y < 0 \) or \( y < 2x \)** (including overlaps).  

**Answer:** \(\boxed{\textbf{(A)}}\)",1
1993_AHSME_Problems_15,"We begin with the formula for the interior angle of a regular \( n \)-sided polygon:  
\(
\frac{(n-2) \times 180}{n} \text{ degrees.}
\)  
For this to be an integer, the term \(\frac{(n-2) \times 180}{n}\) must simplify to an integer. Rearranging the expression:  
\(
180 - \frac{360}{n}.
\)  
Since \( 180 \) is already an integer, \( \frac{360}{n} \) must also be an integer. This implies \( n \) must divide \( 360 \).  

Next, we determine the number of divisors of \( 360 \). The prime factorization of \( 360 \) is:  
\(
360 = 2^3 \times 3^2 \times 5^1.
\)  
The total number of divisors is calculated by incrementing each exponent by 1 and multiplying:  
\(
(3+1)(2+1)(1+1) = 4 \times 3 \times 2 = 24.
\)  
However, \( n \) must be at least \( 3 \) (as polygons cannot have fewer than \( 3 \) sides). Excluding the divisors \( 1 \) and \( 2 \), we subtract \( 2 \) from \( 24 \), yielding:  
\(
24 - 2 = 22.
\)  

**Answer:** \(\boxed{D}\)",1
2002_AMC_12P_Problems_10,"Let \( t = \sin^2 x \). Then, \( \cos^2 x = 1 - t \), and since \( x \in [0, \pi] \), \( t \) ranges from \( 0 \) to \( 1 \). Rewrite \( f_n(x) \) in terms of \( t \):

- \( f_2(x) = t + (1 - t) = 1 \).
- \( f_4(x) = t^2 + (1 - t)^2 = 2t^2 - 2t + 1 \).
- \( f_6(x) = t^3 + (1 - t)^3 = 1 - 3t + 3t^2 \).

Substitute these into the equation \( 6f_4(x) - 4f_6(x) = 2f_2(x) \):

\(
6(2t^2 - 2t + 1) - 4(1 - 3t + 3t^2) = 2(1).
\)

Simplify:

\(
12t^2 - 12t + 6 - (4 - 12t + 12t^2) = 2.
\)

All terms cancel, leaving \( 2 = 2 \), which holds **for all** \( t \in [0, 1] \). Thus, the equation is satisfied for all \( x \in [0, \pi] \), resulting in infinitely many solutions. The answer is \(\boxed{\text{(E)}}\).",1
